timestamp,sample_idx,s1,s2,deg_s1,deg_s2,err32,s1x_raw,s1y_raw,node_count,conn,rm,iso,iso_id,ins,ins_id
2026-04-13 14:03:24.557,60,37,7,2,2,1389,-777,519,40,1,0,0,0,0,39
2026-04-13 14:03:24.557,61,31,12,2,1,446,-958,-70,40,1,0,0,0,0,39
2026-04-13 14:03:24.557,62,19,32,3,2,1539,252,-950,40,1,0,0,0,0,39
2026-04-13 14:03:24.558,63,15,8,2,1,1334,247,-49,40,1,0,0,0,0,39
2026-04-13 14:03:24.558,64,21,28,2,2,1801,-309,25,40,1,0,0,0,0,39
2026-04-13 14:03:24.558,65,16,35,2,2,1432,-264,-297,40,1,0,0,0,0,39
2026-04-13 14:03:24.558,66,16,28,2,2,1703,-284,-295,40,1,0,0,0,0,39
2026-04-13 14:03:24.558,67,21,10,2,1,2079,-312,45,40,1,0,0,0,0,39
2026-04-13 14:03:24.558,68,34,1,1,1,621,558,-734,40,1,0,0,0,0,39
2026-04-13 14:03:24.558,69,19,9,3,2,1821,268,-965,40,1,0,0,0,0,39
2026-04-13 14:03:24.558,70,0,27,2,2,1282,-57,721,40,1,0,0,0,0,39
2026-04-13 14:03:24.559,71,15,26,2,2,1484,259,-38,40,1,0,0,0,0,39
2026-04-13 14:03:24.559,72,8,15,1,2,1046,283,-276,40,1,0,0,0,0,39
2026-04-13 14:03:24.559,73,33,18,2,2,1589,-668,783,40,1,0,0,0,0,39
2026-04-13 14:03:24.559,74,10,21,1,2,1291,-389,262,40,1,0,0,0,0,39
2026-04-13 14:03:24.559,75,35,4,2,2,1020,-201,-403,40,1,0,0,0,0,39
2026-04-13 14:03:24.559,76,3,31,1,2,1500,-963,-290,40,1,0,0,0,0,39
2026-04-13 14:03:24.559,77,27,13,2,2,2287,-191,802,40,1,0,0,0,0,39
2026-04-13 14:03:24.559,78,36,14,1,1,255,738,-600,40,1,0,0,0,0,39
2026-04-13 14:03:24.560,79,38,23,2,2,1148,122,-971,40,1,0,0,0,0,39
2026-04-13 14:03:24.561,80,1,34,1,1,529,630,-784,40,1,0,0,0,0,39
