timestamp,sample_idx,s1,s2,deg_s1,deg_s2,err32,s1x_raw,s1y_raw,node_count,conn,rm,iso,iso_id,ins,ins_id
2026-04-13 14:04:52.611,80,1,0,1,1,723379,353,-662,2,1,0,0,0,0,0
2026-04-13 14:04:52.612,81,0,1,1,1,731419,-437,352,2,1,0,0,0,0,0
2026-04-13 14:04:52.612,82,1,0,1,1,727459,258,-736,2,1,0,0,0,0,0
2026-04-13 14:04:52.612,83,0,1,1,1,744956,-276,392,2,1,0,0,0,0,0
2026-04-13 14:04:52.612,84,0,1,1,1,764065,-321,565,2,1,0,0,0,0,0
2026-04-13 14:04:52.612,85,0,1,1,1,769826,-221,616,2,1,0,0,0,0,0
2026-04-13 14:04:52.612,86,1,0,1,1,760926,427,-545,2,1,0,0,0,0,0
2026-04-13 14:04:52.612,87,0,1,1,1,796029,-410,510,2,1,0,0,0,0,0
2026-04-13 14:04:52.612,88,0,1,1,1,803120,-532,502,2,1,0,0,0,0,0
2026-04-13 14:04:52.612,89,0,1,1,1,812644,-432,593,2,1,0,0,0,0,0
2026-04-13 14:04:52.612,90,0,1,1,1,841291,-583,439,2,1,0,0,0,0,0
2026-04-13 14:04:52.612,91,0,1,1,1,844310,-679,435,2,1,0,0,0,0,0
2026-04-13 14:04:52.612,92,1,0,1,1,755016,428,-674,2,1,0,0,0,0,0
2026-04-13 14:04:52.612,93,0,1,1,1,878433,-440,479,2,1,0,0,0,0,0
2026-04-13 14:04:52.612,94,0,1,1,1,879753,-510,524,2,1,0,0,0,0,0
2026-04-13 14:04:52.612,95,1,0,1,1,771921,237,-625,2,1,0,0,0,0,0
2026-04-13 14:04:52.612,96,1,0,1,1,776855,146,-683,2,1,0,0,0,0,0
2026-04-13 14:04:52.612,97,0,1,1,1,881039,-399,585,2,1,0,0,0,0,0
2026-04-13 14:04:52.612,98,1,0,1,1,782413,24,-635,2,1,0,0,0,0,0
2026-04-13 14:04:52.640,99,1,0,1,1,820722,268,-623,3,1,0,0,0,1,2
2026-04-13 14:04:52.640,0,1,2,1,2,415050,275,-528,3,1,0,0,0,0,2
2026-04-13 14:04:52.640,1,1,2,1,2,448180,457,-397,3,1,0,0,0,0,2
2026-04-13 14:04:52.640,2,2,1,2,1,436160,8,2,3,1,0,0,0,0,2
2026-04-13 14:04:52.651,3,1,2,1,2,471035,286,-496,3,1,0,0,0,0,2
2026-04-13 14:04:52.651,4,0,2,1,2,435823,-349,669,3,1,0,0,0,0,2
2026-04-13 14:04:52.651,5,1,2,1,2,528741,500,-289,3,1,0,0,0,0,2
2026-04-13 14:04:52.651,6,0,2,1,2,434788,-369,724,3,1,0,0,0,0,2
2026-04-13 14:04:52.651,7,1,2,1,2,548744,480,-476,3,1,0,0,0,0,2
2026-04-13 14:04:52.651,8,2,0,2,1,431032,-79,-8,3,1,0,0,0,0,2
2026-04-13 14:04:52.651,9,2,0,2,1,443950,0,114,3,1,0,0,0,0,2
2026-04-13 14:04:52.651,10,2,0,2,1,445573,60,149,3,1,0,0,0,0,2
2026-04-13 14:04:52.651,11,0,2,1,2,486270,-553,489,3,1,0,0,0,0,2
2026-04-13 14:04:52.651,12,0,2,1,2,490473,-546,582,3,1,0,0,0,0,2
2026-04-13 14:04:52.651,13,1,2,1,2,541593,563,-501,3,1,0,0,0,0,2
2026-04-13 14:04:52.651,14,1,2,1,2,549936,646,-410,3,1,0,0,0,0,2
2026-04-13 14:04:52.651,15,0,2,1,2,510238,-660,426,3,1,0,0,0,0,2
