timestamp,snap_idx,node_id,active,degree,x_int,y_int,x_norm,y_norm,fpga_ts_cycles
2026-04-13 18:04:16.064,1,0,1,2,-417,-91,-0.417000,-0.091000,2357539
2026-04-13 18:04:16.064,1,1,1,2,298,-631,0.298000,-0.631000,2357539
2026-04-13 18:04:16.064,1,2,1,2,264,448,0.264000,0.448000,2357539
2026-04-13 18:04:16.064,1,3,0,0,0,0,0.000000,0.000000,2357539
2026-04-13 18:04:16.064,1,4,0,0,0,0,0.000000,0.000000,2357539
2026-04-13 18:04:16.064,1,5,0,0,0,0,0.000000,0.000000,2357539
2026-04-13 18:04:16.064,1,6,0,0,0,0,0.000000,0.000000,2357539
2026-04-13 18:04:16.064,1,7,0,0,0,0,0.000000,0.000000,2357539
2026-04-13 18:04:16.064,1,8,0,0,0,0,0.000000,0.000000,2357539
2026-04-13 18:04:16.064,1,9,0,0,0,0,0.000000,0.000000,2357539
2026-04-13 18:04:16.064,1,10,0,0,0,0,0.000000,0.000000,2357539
2026-04-13 18:04:16.064,1,11,0,0,0,0,0.000000,0.000000,2357539
2026-04-13 18:04:16.064,1,12,0,0,0,0,0.000000,0.000000,2357539
2026-04-13 18:04:16.064,1,13,0,0,0,0,0.000000,0.000000,2357539
2026-04-13 18:04:16.064,1,14,0,0,0,0,0.000000,0.000000,2357539
2026-04-13 18:04:16.064,1,15,0,0,0,0,0.000000,0.000000,2357539
2026-04-13 18:04:16.064,1,16,0,0,0,0,0.000000,0.000000,2357539
2026-04-13 18:04:16.064,1,17,0,0,0,0,0.000000,0.000000,2357539
2026-04-13 18:04:16.064,1,18,0,0,0,0,0.000000,0.000000,2357539
2026-04-13 18:04:16.064,1,19,0,0,0,0,0.000000,0.000000,2357539
2026-04-13 18:04:16.064,1,20,0,0,0,0,0.000000,0.000000,2357539
2026-04-13 18:04:16.064,1,21,0,0,0,0,0.000000,0.000000,2357539
2026-04-13 18:04:16.064,1,22,0,0,0,0,0.000000,0.000000,2357539
2026-04-13 18:04:16.064,1,23,0,0,0,0,0.000000,0.000000,2357539
2026-04-13 18:04:16.064,1,24,0,0,0,0,0.000000,0.000000,2357539
2026-04-13 18:04:16.064,1,25,0,0,0,0,0.000000,0.000000,2357539
2026-04-13 18:04:16.064,1,26,0,0,0,0,0.000000,0.000000,2357539
2026-04-13 18:04:16.064,1,27,0,0,0,0,0.000000,0.000000,2357539
2026-04-13 18:04:16.064,1,28,0,0,0,0,0.000000,0.000000,2357539
2026-04-13 18:04:16.064,1,29,0,0,0,0,0.000000,0.000000,2357539
2026-04-13 18:04:16.064,1,30,0,0,0,0,0.000000,0.000000,2357539
2026-04-13 18:04:16.064,1,31,0,0,0,0,0.000000,0.000000,2357539
2026-04-13 18:04:16.064,1,32,0,0,0,0,0.000000,0.000000,2357539
2026-04-13 18:04:16.064,1,33,0,0,0,0,0.000000,0.000000,2357539
2026-04-13 18:04:16.064,1,34,0,0,0,0,0.000000,0.000000,2357539
2026-04-13 18:04:16.064,1,35,0,0,0,0,0.000000,0.000000,2357539
