timestamp,sample_idx,s1,s2,deg_s1,deg_s2,err32,s1x_raw,s1y_raw,node_count,conn,rm,iso,iso_id,ins,ins_id,fpga_ts_cycles,iter_us
2026-04-15 18:16:29.665,96,0,1,1,1,1096509,-129,450,2,1,0,0,0,0,0,1494431,0.000
2026-04-15 18:16:29.665,97,0,1,1,1,1114423,-302,500,2,1,0,0,0,0,0,1509119,544.000
2026-04-15 18:16:29.665,98,0,1,1,1,1116855,-207,474,2,1,0,0,0,0,0,1523807,544.000
2026-04-15 18:16:29.665,99,1,0,1,1,1045137,50,-678,3,1,0,0,0,1,2,1538495,544.000
2026-04-15 18:16:29.665,0,2,1,2,1,619684,228,-71,3,1,0,0,0,0,2,1637823,3678.815
2026-04-15 18:16:29.665,1,2,1,2,1,620817,246,-141,3,1,0,0,0,0,2,1652510,543.963
2026-04-15 18:16:29.665,2,0,2,1,2,593875,43,516,3,1,0,0,0,0,2,1667198,544.000
2026-04-15 18:16:29.665,3,0,2,1,2,593409,5,479,3,1,0,0,0,0,2,1681886,544.000
2026-04-15 18:16:29.665,4,0,2,1,2,639341,-257,440,3,1,0,0,0,0,2,1696574,544.000
2026-04-15 18:16:29.665,5,2,1,2,1,614880,315,-132,3,1,0,0,0,0,2,1711262,544.000
2026-04-15 18:16:29.694,6,0,1,2,2,684934,-463,262,3,1,0,0,0,0,2,1725950,544.000
2026-04-15 18:16:29.694,7,0,1,2,2,697472,-449,114,3,1,0,0,0,0,2,1740643,544.185
2026-04-15 18:16:29.694,8,2,1,2,2,612754,354,-60,3,1,0,0,0,0,2,1755331,544.000
2026-04-15 18:16:29.694,9,2,0,2,2,668565,366,230,3,1,0,0,0,0,2,1770019,544.000
2026-04-15 18:16:29.694,10,2,0,2,2,686847,404,399,3,1,0,0,0,0,2,1784707,544.000
2026-04-15 18:16:29.694,11,1,2,2,2,529754,260,-653,3,1,0,0,0,0,2,1799395,544.000
2026-04-15 18:16:29.694,12,0,1,2,2,719380,-532,-99,3,1,0,0,0,0,2,1814083,544.000
2026-04-15 18:16:29.694,13,1,0,2,2,529078,200,-613,3,1,0,0,0,0,2,1828771,544.000
2026-04-15 18:16:29.694,14,1,2,2,2,531090,206,-537,3,1,0,0,0,0,2,1843459,544.000
2026-04-15 18:16:29.694,15,1,2,2,2,546437,360,-578,3,1,0,0,0,0,2,1858147,544.000
2026-04-15 18:16:29.694,16,0,1,2,2,712186,-487,-164,3,1,0,0,0,0,2,1872835,544.000
2026-04-15 18:16:29.694,17,2,0,2,2,709415,217,554,3,1,0,0,0,0,2,1887523,544.000
2026-04-15 18:16:29.694,18,0,1,2,2,722215,-632,-204,3,1,0,0,0,0,2,1902211,544.000
2026-04-15 18:16:29.694,19,0,2,2,2,732768,-714,-91,3,1,0,0,0,0,2,1916899,544.000
2026-04-15 18:16:29.694,20,1,2,2,2,543525,345,-472,3,1,0,0,0,0,2,1931587,544.000
2026-04-15 18:16:29.694,21,1,0,2,2,562285,265,-627,3,1,0,0,0,0,2,1946275,544.000
2026-04-15 18:16:29.694,22,1,2,2,2,611077,486,-469,3,1,0,0,0,0,2,1960963,544.000
2026-04-15 18:16:29.694,23,2,0,2,2,714862,67,653,3,1,0,0,0,0,2,1975651,544.000
2026-04-15 18:16:29.694,24,1,2,2,2,623514,629,-405,3,1,0,0,0,0,2,1990339,544.000
2026-04-15 18:16:29.694,25,0,1,2,2,739797,-554,-197,3,1,0,0,0,0,2,2005027,544.000
2026-04-15 18:16:29.694,26,1,2,2,2,623771,560,-353,3,1,0,0,0,0,2,2019715,544.000
2026-04-15 18:16:29.694,27,0,2,2,2,737510,-497,-157,3,1,0,0,0,0,2,2034403,544.000
2026-04-15 18:16:29.710,28,2,1,2,2,714375,127,523,3,1,0,0,0,0,2,2049091,544.000
2026-04-15 18:16:29.710,29,2,0,2,2,717965,36,490,3,1,0,0,0,0,2,2063779,544.000
2026-04-15 18:16:29.710,30,0,2,2,2,728986,-496,-147,3,1,0,0,0,0,2,2078467,544.000
2026-04-15 18:16:29.710,31,0,1,2,2,769246,-391,-374,3,1,0,0,0,0,2,2093155,544.000
2026-04-15 18:16:29.710,32,2,1,2,2,747830,268,458,3,1,0,0,0,0,2,2107843,544.000
2026-04-15 18:16:29.710,33,0,1,2,2,773643,-507,-415,3,1,0,0,0,0,2,2122531,544.000
2026-04-15 18:16:29.710,34,1,0,2,2,613870,435,-364,3,1,0,0,0,0,2,2137219,544.000
2026-04-15 18:16:29.710,35,0,1,2,2,773606,-418,-440,3,1,0,0,0,0,2,2151907,544.000
