timestamp,snap_idx,node_a,node_b,age_stored,true_age
2026-04-13 17:52:15.427,80,17,24,2,1
2026-04-13 17:52:15.427,80,17,39,7,6
2026-04-13 17:52:15.427,80,18,22,2,1
2026-04-13 17:52:15.427,80,18,33,1,0
2026-04-13 17:52:15.427,80,19,32,2,1
2026-04-13 17:52:15.427,80,19,38,4,3
2026-04-13 17:52:15.427,80,20,30,1,0
2026-04-13 17:52:15.427,80,21,28,2,1
2026-04-13 17:52:15.427,80,23,38,1,0
2026-04-13 17:52:15.427,80,24,29,1,0
2026-04-13 17:52:15.427,80,34,36,11,10
2026-04-13 17:52:15.467,81,0,27,1,0
2026-04-13 17:52:15.467,81,0,30,1,0
2026-04-13 17:52:15.467,81,1,34,1,0
2026-04-13 17:52:15.467,81,2,29,2,1
2026-04-13 17:52:15.467,81,3,31,1,0
2026-04-13 17:52:15.467,81,4,6,1,0
2026-04-13 17:52:15.467,81,4,35,2,1
2026-04-13 17:52:15.467,81,5,25,4,3
2026-04-13 17:52:15.467,81,5,37,1,0
2026-04-13 17:52:15.467,81,6,23,4,3
2026-04-13 17:52:15.467,81,7,33,1,0
2026-04-13 17:52:15.467,81,7,37,4,3
2026-04-13 17:52:15.467,81,8,15,1,0
2026-04-13 17:52:15.467,81,9,19,6,5
2026-04-13 17:52:15.467,81,9,32,1,0
2026-04-13 17:52:15.467,81,10,21,2,1
2026-04-13 17:52:15.467,81,11,20,2,1
2026-04-13 17:52:15.467,81,11,26,1,0
2026-04-13 17:52:15.467,81,12,25,29,28
2026-04-13 17:52:15.467,81,12,31,1,0
2026-04-13 17:52:15.467,81,13,22,1,0
2026-04-13 17:52:15.467,81,13,27,3,2
2026-04-13 17:52:15.467,81,14,36,1,0
2026-04-13 17:52:15.467,81,14,39,16,15
2026-04-13 17:52:15.467,81,15,26,1,0
2026-04-13 17:52:15.467,81,16,28,3,2
2026-04-13 17:52:15.467,81,16,35,1,0
2026-04-13 17:52:15.467,81,17,24,1,0
2026-04-13 17:52:15.467,81,17,39,9,8
2026-04-13 17:52:15.467,81,18,22,1,0
2026-04-13 17:52:15.467,81,18,33,4,3
2026-04-13 17:52:15.467,81,19,32,4,3
2026-04-13 17:52:15.467,81,19,38,1,0
2026-04-13 17:52:15.467,81,20,30,1,0
2026-04-13 17:52:15.467,81,21,28,1,0
2026-04-13 17:52:15.467,81,23,38,1,0
2026-04-13 17:52:15.467,81,24,29,1,0
2026-04-13 17:52:15.467,81,34,36,12,11
2026-04-13 17:52:15.500,82,0,27,1,0
2026-04-13 17:52:15.500,82,0,30,2,1
2026-04-13 17:52:15.500,82,1,34,1,0
2026-04-13 17:52:15.500,82,2,29,2,1
2026-04-13 17:52:15.500,82,3,31,1,0
2026-04-13 17:52:15.500,82,4,6,5,4
2026-04-13 17:52:15.500,82,4,35,1,0
2026-04-13 17:52:15.500,82,5,25,2,1
2026-04-13 17:52:15.500,82,5,37,1,0
2026-04-13 17:52:15.500,82,6,23,1,0
2026-04-13 17:52:15.500,82,7,33,1,0
2026-04-13 17:52:15.500,82,7,37,3,2
2026-04-13 17:52:15.500,82,8,15,1,0
2026-04-13 17:52:15.500,82,9,19,2,1
2026-04-13 17:52:15.500,82,9,32,1,0
2026-04-13 17:52:15.500,82,10,21,1,0
2026-04-13 17:52:15.500,82,11,20,2,1
2026-04-13 17:52:15.500,82,11,26,3,2
2026-04-13 17:52:15.500,82,12,25,31,30
2026-04-13 17:52:15.500,82,12,31,1,0
2026-04-13 17:52:15.500,82,13,22,1,0
2026-04-13 17:52:15.500,82,13,27,2,1
2026-04-13 17:52:15.500,82,14,36,1,0
2026-04-13 17:52:15.500,82,14,39,17,16
2026-04-13 17:52:15.500,82,15,26,1,0
2026-04-13 17:52:15.500,82,16,28,1,0
2026-04-13 17:52:15.500,82,16,35,3,2
2026-04-13 17:52:15.500,82,17,24,2,1
2026-04-13 17:52:15.500,82,17,39,9,8
2026-04-13 17:52:15.500,82,18,22,2,1
2026-04-13 17:52:15.500,82,18,33,1,0
2026-04-13 17:52:15.500,82,19,32,2,1
2026-04-13 17:52:15.500,82,19,38,4,3
2026-04-13 17:52:15.500,82,20,30,1,0
2026-04-13 17:52:15.500,82,21,28,2,1
2026-04-13 17:52:15.500,82,23,38,1,0
2026-04-13 17:52:15.500,82,24,29,1,0
2026-04-13 17:52:15.500,82,34,36,14,13
2026-04-13 17:52:15.534,83,0,27,1,0
2026-04-13 17:52:15.534,83,0,30,1,0
2026-04-13 17:52:15.534,83,1,34,1,0
2026-04-13 17:52:15.534,83,2,29,2,1
2026-04-13 17:52:15.534,83,3,31,1,0
2026-04-13 17:52:15.534,83,4,6,1,0
2026-04-13 17:52:15.534,83,4,35,2,1
2026-04-13 17:52:15.534,83,5,25,4,3
2026-04-13 17:52:15.534,83,5,37,1,0
2026-04-13 17:52:15.534,83,6,23,4,3
2026-04-13 17:52:15.534,83,7,33,1,0
2026-04-13 17:52:15.534,83,7,37,4,3
2026-04-13 17:52:15.534,83,8,15,1,0
2026-04-13 17:52:15.534,83,9,19,6,5
2026-04-13 17:52:15.534,83,9,32,1,0
2026-04-13 17:52:15.534,83,10,21,2,1
2026-04-13 17:52:15.534,83,11,20,2,1
2026-04-13 17:52:15.534,83,11,26,1,0
2026-04-13 17:52:15.534,83,12,25,33,32
2026-04-13 17:52:15.534,83,12,31,1,0
2026-04-13 17:52:15.534,83,13,22,1,0
2026-04-13 17:52:15.534,83,13,27,3,2
2026-04-13 17:52:15.534,83,14,36,1,0
2026-04-13 17:52:15.534,83,14,39,20,19
2026-04-13 17:52:15.534,83,15,26,1,0
2026-04-13 17:52:15.534,83,16,28,3,2
2026-04-13 17:52:15.534,83,16,35,1,0
2026-04-13 17:52:15.534,83,17,24,1,0
2026-04-13 17:52:15.534,83,17,39,11,10
2026-04-13 17:52:15.534,83,18,22,1,0
2026-04-13 17:52:15.534,83,18,33,4,3
2026-04-13 17:52:15.534,83,19,32,4,3
2026-04-13 17:52:15.534,83,19,38,1,0
2026-04-13 17:52:15.534,83,20,30,1,0
2026-04-13 17:52:15.534,83,21,28,1,0
2026-04-13 17:52:15.534,83,23,38,1,0
2026-04-13 17:52:15.534,83,24,29,1,0
2026-04-13 17:52:15.534,83,34,36,15,14
2026-04-13 17:52:15.550,84,0,27,1,0
2026-04-13 17:52:15.550,84,0,30,2,1
2026-04-13 17:52:15.550,84,1,34,1,0
2026-04-13 17:52:15.550,84,2,29,2,1
2026-04-13 17:52:15.550,84,3,31,1,0
2026-04-13 17:52:15.550,84,4,6,5,4
2026-04-13 17:52:15.550,84,4,35,1,0
2026-04-13 17:52:15.550,84,5,25,2,1
2026-04-13 17:52:15.550,84,5,37,1,0
2026-04-13 17:52:15.550,84,6,23,1,0
2026-04-13 17:52:15.550,84,7,33,1,0
2026-04-13 17:52:15.550,84,7,37,3,2
2026-04-13 17:52:15.550,84,8,15,1,0
2026-04-13 17:52:15.550,84,9,19,2,1
2026-04-13 17:52:15.550,84,9,32,1,0
2026-04-13 17:52:15.550,84,10,21,1,0
2026-04-13 17:52:15.550,84,11,20,2,1
2026-04-13 17:52:15.550,84,11,26,3,2
2026-04-13 17:52:15.550,84,12,25,35,34
2026-04-13 17:52:15.550,84,12,31,1,0
2026-04-13 17:52:15.550,84,13,22,1,0
2026-04-13 17:52:15.550,84,13,27,2,1
2026-04-13 17:52:15.550,84,14,36,1,0
2026-04-13 17:52:15.550,84,14,39,21,20
2026-04-13 17:52:15.550,84,15,26,1,0
2026-04-13 17:52:15.550,84,16,28,1,0
2026-04-13 17:52:15.550,84,16,35,3,2
2026-04-13 17:52:15.550,84,17,24,2,1
2026-04-13 17:52:15.550,84,17,39,11,10
2026-04-13 17:52:15.550,84,18,22,2,1
2026-04-13 17:52:15.550,84,18,33,1,0
2026-04-13 17:52:15.550,84,19,32,2,1
2026-04-13 17:52:15.550,84,19,38,4,3
2026-04-13 17:52:15.550,84,20,30,1,0
2026-04-13 17:52:15.550,84,21,28,2,1
2026-04-13 17:52:15.550,84,23,38,1,0
2026-04-13 17:52:15.550,84,24,29,1,0
2026-04-13 17:52:15.550,84,34,36,17,16
2026-04-13 17:52:15.588,85,0,27,1,0
2026-04-13 17:52:15.588,85,0,30,1,0
2026-04-13 17:52:15.588,85,1,34,1,0
2026-04-13 17:52:15.588,85,2,29,2,1
2026-04-13 17:52:15.588,85,3,31,1,0
2026-04-13 17:52:15.588,85,4,6,1,0
2026-04-13 17:52:15.588,85,4,35,2,1
2026-04-13 17:52:15.588,85,5,25,4,3
2026-04-13 17:52:15.588,85,5,37,1,0
2026-04-13 17:52:15.588,85,6,23,4,3
2026-04-13 17:52:15.588,85,7,33,1,0
2026-04-13 17:52:15.588,85,7,37,4,3
2026-04-13 17:52:15.588,85,8,15,1,0
2026-04-13 17:52:15.588,85,9,19,6,5
2026-04-13 17:52:15.588,85,9,32,1,0
2026-04-13 17:52:15.588,85,10,21,2,1
2026-04-13 17:52:15.588,85,11,20,2,1
2026-04-13 17:52:15.588,85,11,26,1,0
2026-04-13 17:52:15.588,85,12,25,37,36
2026-04-13 17:52:15.588,85,12,31,1,0
2026-04-13 17:52:15.588,85,13,22,1,0
2026-04-13 17:52:15.588,85,13,27,3,2
2026-04-13 17:52:15.588,85,14,36,1,0
2026-04-13 17:52:15.588,85,14,39,24,23
2026-04-13 17:52:15.588,85,15,26,1,0
2026-04-13 17:52:15.588,85,16,28,3,2
2026-04-13 17:52:15.588,85,16,35,1,0
2026-04-13 17:52:15.588,85,17,24,1,0
2026-04-13 17:52:15.588,85,17,39,13,12
2026-04-13 17:52:15.588,85,18,22,1,0
2026-04-13 17:52:15.588,85,18,33,4,3
2026-04-13 17:52:15.588,85,19,32,4,3
2026-04-13 17:52:15.588,85,19,38,1,0
2026-04-13 17:52:15.588,85,20,30,1,0
2026-04-13 17:52:15.588,85,21,28,1,0
2026-04-13 17:52:15.588,85,23,38,1,0
2026-04-13 17:52:15.588,85,24,29,1,0
2026-04-13 17:52:15.588,85,34,36,18,17
2026-04-13 17:52:15.631,86,0,27,1,0
2026-04-13 17:52:15.631,86,0,30,2,1
2026-04-13 17:52:15.631,86,1,34,1,0
2026-04-13 17:52:15.631,86,2,29,2,1
2026-04-13 17:52:15.631,86,3,31,1,0
2026-04-13 17:52:15.631,86,4,6,5,4
2026-04-13 17:52:15.631,86,4,35,1,0
2026-04-13 17:52:15.631,86,5,25,2,1
2026-04-13 17:52:15.631,86,5,37,1,0
2026-04-13 17:52:15.631,86,6,23,1,0
2026-04-13 17:52:15.631,86,7,33,1,0
2026-04-13 17:52:15.631,86,7,37,3,2
2026-04-13 17:52:15.631,86,8,15,1,0
2026-04-13 17:52:15.631,86,9,19,1,0
2026-04-13 17:52:15.631,86,9,32,2,1
2026-04-13 17:52:15.631,86,10,21,1,0
2026-04-13 17:52:15.631,86,11,20,2,1
2026-04-13 17:52:15.631,86,11,26,3,2
2026-04-13 17:52:15.631,86,12,25,39,38
2026-04-13 17:52:15.631,86,12,31,1,0
2026-04-13 17:52:15.631,86,13,22,1,0
2026-04-13 17:52:15.631,86,13,27,2,1
2026-04-13 17:52:15.631,86,14,36,1,0
2026-04-13 17:52:15.631,86,14,39,25,24
2026-04-13 17:52:15.631,86,15,26,1,0
2026-04-13 17:52:15.631,86,16,28,1,0
2026-04-13 17:52:15.631,86,16,35,3,2
2026-04-13 17:52:15.631,86,17,24,2,1
2026-04-13 17:52:15.631,86,17,39,13,12
2026-04-13 17:52:15.631,86,18,22,2,1
2026-04-13 17:52:15.631,86,18,33,1,0
2026-04-13 17:52:15.631,86,19,32,2,1
2026-04-13 17:52:15.631,86,19,38,4,3
2026-04-13 17:52:15.631,86,20,30,1,0
2026-04-13 17:52:15.631,86,21,28,2,1
2026-04-13 17:52:15.631,86,23,38,1,0
2026-04-13 17:52:15.631,86,24,29,1,0
2026-04-13 17:52:15.631,86,34,36,20,19
2026-04-13 17:52:15.648,87,0,27,1,0
2026-04-13 17:52:15.648,87,0,30,1,0
2026-04-13 17:52:15.648,87,1,34,1,0
2026-04-13 17:52:15.648,87,2,29,2,1
2026-04-13 17:52:15.648,87,3,31,1,0
2026-04-13 17:52:15.648,87,4,6,1,0
2026-04-13 17:52:15.648,87,4,35,2,1
2026-04-13 17:52:15.648,87,5,25,4,3
2026-04-13 17:52:15.648,87,5,37,1,0
2026-04-13 17:52:15.648,87,6,23,4,3
2026-04-13 17:52:15.648,87,7,33,1,0
2026-04-13 17:52:15.648,87,7,37,4,3
2026-04-13 17:52:15.648,87,8,15,1,0
2026-04-13 17:52:15.648,87,9,19,5,4
2026-04-13 17:52:15.648,87,9,32,1,0
2026-04-13 17:52:15.648,87,10,21,2,1
2026-04-13 17:52:15.648,87,11,20,2,1
2026-04-13 17:52:15.648,87,11,26,1,0
2026-04-13 17:52:15.648,87,12,25,41,40
2026-04-13 17:52:15.648,87,12,31,1,0
2026-04-13 17:52:15.648,87,13,22,1,0
2026-04-13 17:52:15.648,87,13,27,3,2
2026-04-13 17:52:15.648,87,14,36,1,0
2026-04-13 17:52:15.648,87,14,39,28,27
2026-04-13 17:52:15.648,87,15,26,1,0
2026-04-13 17:52:15.648,87,16,28,3,2
2026-04-13 17:52:15.648,87,16,35,1,0
