timestamp,sample_idx,s1,s2,deg_s1,deg_s2,err32,s1x_raw,s1y_raw,node_count,conn,rm,iso,iso_id,ins,ins_id,fpga_ts_cycles,iter_us
2026-04-15 18:22:04.664,87,0,1,1,1,802283,-410,510,2,1,0,0,39,0,39,1362239,0.000
2026-04-15 18:22:04.664,88,0,1,1,1,809350,-532,502,2,1,0,0,39,0,39,1376927,544.000
2026-04-15 18:22:04.669,89,0,1,1,1,818849,-432,593,2,1,0,0,39,0,39,1391615,544.000
2026-04-15 18:22:04.669,90,0,1,1,1,847472,-583,439,2,1,0,0,39,0,39,1406303,544.000
2026-04-15 18:22:04.669,91,0,1,1,1,850467,-679,435,2,1,0,0,39,0,39,1420991,544.000
2026-04-15 18:22:04.669,92,1,0,1,1,745260,428,-674,2,1,0,0,39,0,39,1435679,544.000
2026-04-15 18:22:04.669,93,0,1,1,1,884542,-440,479,2,1,0,0,39,0,39,1450367,544.000
2026-04-15 18:22:04.669,94,0,1,1,1,885839,-510,524,2,1,0,0,39,0,39,1465055,544.000
2026-04-15 18:22:04.669,95,1,0,1,1,762279,237,-625,2,1,0,0,39,0,39,1479743,544.000
2026-04-15 18:22:04.669,96,1,0,1,1,767251,146,-683,2,1,0,0,39,0,39,1494431,544.000
2026-04-15 18:22:04.669,97,0,1,1,1,887055,-399,585,2,1,0,0,39,0,39,1509119,544.000
2026-04-15 18:22:04.669,98,1,0,1,1,772884,24,-635,2,1,0,0,39,0,39,1523807,544.000
2026-04-15 18:22:04.669,99,1,0,1,1,811230,268,-623,3,1,0,0,39,1,2,1538495,544.000
2026-04-15 18:22:04.699,0,1,2,1,2,410322,275,-528,3,1,0,0,39,0,2,1637823,3678.815
2026-04-15 18:22:04.699,1,1,2,1,2,443470,457,-397,3,1,0,0,39,0,2,1652510,543.963
2026-04-15 18:22:04.699,2,2,1,2,1,439109,8,2,3,1,0,0,39,0,2,1667198,544.000
2026-04-15 18:22:04.699,3,1,2,1,2,466362,286,-496,3,1,0,0,39,0,2,1681886,544.000
2026-04-15 18:22:04.699,4,0,2,1,2,438750,-349,669,3,1,0,0,39,0,2,1696574,544.000
2026-04-15 18:22:04.699,5,1,2,1,2,524104,500,-289,3,1,0,0,39,0,2,1711262,544.000
2026-04-15 18:22:04.699,6,0,2,1,2,437693,-369,724,3,1,0,0,39,0,2,1725950,544.000
2026-04-15 18:22:04.699,7,1,2,1,2,544143,480,-476,3,1,0,0,39,0,2,1740638,544.000
2026-04-15 18:22:04.699,8,2,0,2,1,433913,-79,-8,3,1,0,0,39,0,2,1755326,544.000
2026-04-15 18:22:04.699,9,2,0,2,1,446819,0,114,3,1,0,0,39,0,2,1770014,544.000
2026-04-15 18:22:04.699,10,2,0,2,1,448431,60,149,3,1,0,0,39,0,2,1784702,544.000
2026-04-15 18:22:04.699,11,0,2,1,2,489118,-553,489,3,1,0,0,39,0,2,1799390,544.000
2026-04-15 18:22:04.699,12,0,2,1,2,493310,-546,582,3,1,0,0,39,0,2,1814078,544.000
2026-04-15 18:22:04.699,13,1,2,1,2,537099,563,-501,3,1,0,0,39,0,2,1828766,544.000
2026-04-15 18:22:04.699,14,1,2,1,2,545459,646,-410,3,1,0,0,39,0,2,1843454,544.000
2026-04-15 18:22:04.699,15,0,2,1,2,513042,-660,426,3,1,0,0,39,0,2,1858142,544.000
2026-04-15 18:22:04.699,16,1,2,1,2,560559,594,-570,3,1,0,0,39,0,2,1872830,544.000
2026-04-15 18:22:04.699,17,2,0,2,1,449430,46,280,3,1,0,0,39,0,2,1887518,544.000
2026-04-15 18:22:04.699,18,0,2,1,2,516772,-614,535,3,1,0,0,39,0,2,1902206,544.000
2026-04-15 18:22:04.699,19,0,2,1,2,534670,-518,674,3,1,0,0,39,0,2,1916894,544.000
2026-04-15 18:22:04.699,20,1,2,1,2,579476,678,-388,3,1,0,0,39,0,2,1931582,544.000
2026-04-15 18:22:04.699,21,0,2,1,2,539016,-607,606,3,1,0,0,39,0,2,1946270,544.000
2026-04-15 18:22:04.699,22,0,2,1,2,590753,-702,342,3,1,0,0,39,0,2,1960958,544.000
2026-04-15 18:22:04.699,23,2,0,2,1,446804,43,384,3,1,0,0,39,0,2,1975646,544.000
2026-04-15 18:22:04.699,24,0,2,1,2,612002,-772,160,3,1,0,0,39,0,2,1990334,544.000
2026-04-15 18:22:04.699,25,1,2,1,2,577417,669,-503,3,1,0,0,39,0,2,2005022,544.000
2026-04-15 18:22:04.699,26,1,2,1,2,596599,750,-347,3,1,0,0,39,0,2,2019710,544.000
2026-04-15 18:22:04.699,27,1,2,1,2,622188,649,-522,3,1,0,0,39,0,2,2034398,544.000
2026-04-15 18:22:04.699,28,0,2,1,2,617082,-656,72,3,1,0,0,39,0,2,2049086,544.000
2026-04-15 18:22:04.699,29,1,0,2,2,655876,419,-579,3,1,0,0,39,0,2,2063774,544.000
2026-04-15 18:22:04.699,30,1,2,2,2,657199,395,-651,3,1,0,0,39,0,2,2078467,544.185
2026-04-15 18:22:04.699,31,0,2,2,2,634758,-682,259,3,1,0,0,39,0,2,2093155,544.000
2026-04-15 18:22:04.699,32,2,1,2,2,442812,92,255,3,1,0,0,39,0,2,2107843,544.000
2026-04-15 18:22:04.699,33,0,2,2,2,649741,-621,416,3,1,0,0,39,0,2,2122531,544.000
2026-04-15 18:22:04.699,34,1,2,2,2,668046,525,-538,3,1,0,0,39,0,2,2137219,544.000
2026-04-15 18:22:04.699,35,1,2,2,2,670490,552,-620,3,1,0,0,39,0,2,2151907,544.000
2026-04-15 18:22:04.699,36,2,1,2,2,474913,327,227,3,1,0,0,39,0,2,2166595,544.000
2026-04-15 18:22:04.699,37,0,2,2,2,661324,-532,566,3,1,0,0,39,0,2,2181283,544.000
2026-04-15 18:22:04.699,38,1,2,2,2,668501,627,-568,3,1,0,0,39,0,2,2195971,544.000
2026-04-15 18:22:04.699,39,1,2,2,2,676984,537,-479,3,1,0,0,39,0,2,2210659,544.000
2026-04-15 18:22:04.699,40,1,2,2,2,677143,598,-495,3,1,0,0,39,0,2,2225347,544.000
2026-04-15 18:22:04.699,41,1,2,2,2,695786,486,-631,3,1,0,0,39,0,2,2240035,544.000
2026-04-15 18:22:04.699,42,1,2,2,2,706816,357,-690,3,1,0,0,39,0,2,2254723,544.000
2026-04-15 18:22:04.699,43,2,0,2,2,470556,241,293,3,1,0,0,39,0,2,2269411,544.000
2026-04-15 18:22:04.699,44,1,2,2,2,735196,173,-564,3,1,0,0,39,0,2,2284099,544.000
2026-04-15 18:22:04.699,45,2,1,2,2,502045,444,195,3,1,0,0,39,0,2,2298787,544.000
2026-04-15 18:22:04.699,46,1,2,2,2,740519,63,-500,3,1,0,0,39,0,2,2313475,544.000
2026-04-15 18:22:04.699,47,0,1,2,2,643352,-624,509,3,1,0,0,39,0,2,2328163,544.000
2026-04-15 18:22:04.699,48,1,2,2,2,753179,214,-559,3,1,0,0,39,0,2,2342851,544.000
2026-04-15 18:22:04.699,49,0,1,2,2,655326,-725,386,3,1,0,0,39,0,2,2357539,544.000
2026-04-15 18:22:04.719,50,0,2,2,2,666143,-667,512,3,1,0,0,39,0,2,2457306,3695.074
2026-04-15 18:22:04.719,51,1,2,2,2,751154,112,-549,3,1,0,0,39,0,2,2471993,543.963
2026-04-15 18:22:04.719,52,2,0,2,2,493110,369,238,3,1,0,0,39,0,2,2486681,544.000
2026-04-15 18:22:04.719,53,1,2,2,2,750572,109,-637,3,1,0,0,39,0,2,2501369,544.000
2026-04-15 18:22:04.719,54,0,2,2,2,658783,-667,572,3,1,0,0,39,0,2,2516057,544.000
