timestamp,snap_idx,node_id,active,degree,x_int,y_int,x_norm,y_norm
2026-04-13 14:03:24.560,0,0,1,2,-58,721,-0.058000,0.721000
2026-04-13 14:03:24.560,0,1,1,1,627,-789,0.627000,-0.789000
2026-04-13 14:03:24.560,0,2,1,1,921,173,0.921000,0.173000
2026-04-13 14:03:24.560,0,3,1,1,-963,-290,-0.963000,-0.290000
2026-04-13 14:03:24.560,0,4,1,2,-184,-526,-0.184000,-0.526000
2026-04-13 14:03:24.560,0,5,1,2,-847,424,-0.847000,0.424000
2026-04-13 14:03:24.560,0,6,1,2,-107,-745,-0.107000,-0.745000
2026-04-13 14:03:24.560,0,7,1,2,-712,658,-0.712000,0.658000
2026-04-13 14:03:24.560,0,8,1,1,283,-276,0.283000,-0.276000
2026-04-13 14:03:24.560,0,9,1,2,435,-938,0.435000,-0.938000
2026-04-13 14:03:24.560,0,10,1,1,-389,262,-0.389000,0.262000
2026-04-13 14:03:24.560,0,11,1,2,197,363,0.197000,0.363000
2026-04-13 14:03:24.560,0,12,1,1,-944,84,-0.944000,0.084000
2026-04-13 14:03:24.560,0,13,1,2,-298,934,-0.298000,0.934000
2026-04-13 14:03:24.560,0,14,1,1,774,-525,0.774000,-0.525000
2026-04-13 14:03:24.560,0,15,1,2,258,-39,0.258000,-0.039000
2026-04-13 14:03:24.560,0,16,1,2,-284,-296,-0.284000,-0.296000
2026-04-13 14:03:24.560,0,17,1,2,835,-247,0.835000,-0.247000
2026-04-13 14:03:24.560,0,18,1,2,-515,794,-0.515000,0.794000
2026-04-13 14:03:24.560,0,19,1,3,267,-965,0.267000,-0.965000
2026-04-13 14:03:24.560,0,20,1,2,67,471,0.067000,0.471000
2026-04-13 14:03:24.560,0,21,1,2,-313,45,-0.313000,0.045000
2026-04-13 14:03:24.560,0,22,1,2,-427,889,-0.427000,0.889000
2026-04-13 14:03:24.560,0,23,1,2,75,-852,0.075000,-0.852000
2026-04-13 14:03:24.560,0,24,1,2,853,-103,0.853000,-0.103000
2026-04-13 14:03:24.560,0,25,1,1,-856,265,-0.856000,0.265000
2026-04-13 14:03:24.560,0,26,1,2,213,144,0.213000,0.144000
2026-04-13 14:03:24.560,0,27,1,2,-191,802,-0.191000,0.802000
2026-04-13 14:03:24.560,0,28,1,2,-386,-145,-0.386000,-0.145000
2026-04-13 14:03:24.560,0,29,1,2,912,-3,0.912000,-0.003000
2026-04-13 14:03:24.560,0,30,1,2,48,609,0.048000,0.609000
